folder,volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
batches_251228\batch_19\N004_V4010_PE3291_37deg,4010,37,3291,765.9225364641309,711.1431721437235,25060000.0,4.953998088900001,21180636.117187664,6446331.638378084
batches_251228\batch_19\N005_V1743_PE1545_41deg,1743,41,1545,349.35180809907706,236.37788919755735,9806000.0,4.9800021649,26003250.666666664,2447692.6978508206
batches_251228\batch_19\N006_V2124_PE1693_36deg,2124,36,1693,444.8474404549959,352.00530707455806,12340000.0,5.5680024623,17124470.666666664,2849122.630561996
batches_251228\batch_19\N008_V3345_PE2559_34deg,3345,34,2559,759.7926883714567,581.4567934165476,21560000.0,5.0630004406,23598539.13021,5369626.036797746
batches_251228\batch_19\N010_V1651_PE1451_40deg,1651,40,1451,208.1878296174519,258.789844395727,8155000.0,4.536000967,27380708.25,2969066.807150868
batches_251228\batch_19\N011_V3652_PE2523_30deg,3652,30,2523,731.5984440001745,376.12020344379033,18820000.0,5.1450009346000005,20582483.5,4877313.2977302335
batches_251228\batch_19\N013_V4403_PE4666_52deg,4403,52,4666,766.8685600569775,661.5212247101545,21930000.0,5.1860001087,22730280.666666664,5858999.425358523
batches_251228\batch_19\N014_V4088_PE3207_35deg,4088,35,3207,781.641285026872,686.3612704018776,32390000.0,6.0990004540000005,23389532.666666664,7187109.583189047
batches_251228\batch_19\N015_V5326_PE5009_44deg,5326,44,5009,773.8322226581342,746.0344267916602,27250000.0,5.968001365600001,29141913.33333333,6834687.834770845
batches_251228\batch_19\N016_V5088_PE5588_55deg,5088,55,5588,768.0090585736365,639.299037877525,22340000.0,4.132999897,19296119.645833336,6670114.50107066
batches_251228\batch_19\N017_V2073_PE1711_37deg,2073,37,1711,440.1624804159323,269.9280665996122,11260000.0,5.3970005512000006,25428685.33333333,2513480.0695854444
batches_251228\batch_19\N018_V3835_PE2888_33deg,3835,33,2888,776.3167229800154,649.8914337145509,25580000.0,5.148001194,21583836.83333333,7768612.035558321
batches_251228\batch_19\N019_V3549_PE2544_31deg,3549,31,2544,766.7001663757922,440.34661544194057,19490000.0,5.226998806000001,21484121.166666668,4832017.916145599
batches_251228\batch_19\N020_V5100_PE5593_55deg,5100,55,5593,769.1734273199987,599.2950056107566,21660000.0,4.4499988555000005,23172490.0,6762882.792457711
batches_251228\batch_19\N021_V989_PE701_31deg,989,31,701,35.91158598635452,62.00635400020997,2133000.0,3.520001411399999,27136572.666666664,833030.1693244397
batches_251228\batch_19\N022_V1058_PE1151_53deg,1058,53,1151,127.7941601499939,143.7147489331586,7333000.0,3.6949996948,17795803.822916664,1938053.1274636628
batches_251228\batch_19\N023_V3443_PE3230_44deg,3443,44,3230,771.45292743035,708.5718454305596,26210000.0,4.5559992791,29818708.9375,6226423.992788719
batches_251228\batch_19\N024_V3012_PE2685_41deg,3012,41,2685,770.9135723966922,545.2829475226623,20240000.0,4.244000911700001,18131644.104166668,4880238.756422548
batches_251228\batch_19\N025_V2622_PE2739_51deg,2622,51,2739,721.0412416968223,591.2663587479304,20200000.0,3.9759988784,16904216.333333332,4312087.01775782
batches_251228\batch_19\N026_V663_PE691_51deg,663,51,691,60.67453060636032,46.580076964024165,2635000.0,2.737998724,18670870.994793333,805535.3921685838
batches_251228\batch_19\N027_V648_PE508_35deg,648,35,508,93.65142414789484,35.90231862060624,2814000.0,2.7609987258999995,24229624.0,840343.7019127097
batches_251228\batch_19\N028_V819_PE867_52deg,819,52,867,64.43753890608772,84.70298897080343,4664000.0,3.8230018616,19278087.16146,1210726.288801977
batches_251228\batch_19\N029_V3729_PE3557_45deg,3729,45,3557,786.2151251820978,715.6164198989273,26930000.0,5.068999767300001,20771330.666666664,6475325.718116368
batches_251228\batch_19\N030_V3595_PE4160_60deg,3595,60,4160,777.1520895733973,523.2675094344484,18980000.0,3.4760000706,19286547.5,4503072.749467084
batches_251228\batch_19\N031_V3690_PE4280_60deg,3690,60,4280,770.278086767541,433.4580985207998,18200000.0,4.4990000725,17679688.0,4871302.458289914
batches_251228\batch_19\N033_V2671_PE1904_31deg,2671,31,1904,631.6360743968753,282.00479293894165,15280000.0,5.9550015927,19089606.70833333,3523673.0885346504
batches_251228\batch_19\N034_V2029_PE2013_47deg,2029,47,2013,377.22085766618073,287.9744892514309,12570000.0,4.967998981500001,22076058.70833333,3044469.0924779237
batches_251228\batch_19\N035_V5060_PE5802_59deg,5060,59,5802,770.2514518910541,509.4981746259887,20510000.0,4.385000228899999,27402576.0,6551097.556532936
batches_251228\batch_19\N036_V3276_PE3405_50deg,3276,50,3405,772.2322835167967,581.8203495538836,20080000.0,3.9719991684,26928124.0,5075865.610683343
batches_251228\batch_19\N037_V636_PE571_41deg,636,41,571,97.496639833626,69.08094881542239,3144000.0,3.2779998778999992,24158979.916666664,628663.5286434161
batches_251228\batch_19\N038_V1063_PE1192_57deg,1063,57,1192,314.5422588207033,134.96730319306903,8314000.0,4.2440001964,16370101.499999998,1847626.287931624
batches_251228\batch_19\N039_V1423_PE1256_41deg,1423,41,1256,196.3255700852936,134.11721374075256,5436000.0,3.4360013008000005,21761808.335937664,1534921.7793561742
batches_251228\batch_19\N040_V508_PE489_44deg,508,44,489,69.31346111425745,52.04225538783624,2615000.0,4.3100011349,24881741.354166664,872550.3413295753
batches_251228\batch_19\N041_V4246_PE3981_44deg,4246,44,3981,783.3293733407612,706.7634755479919,32180000.0,4.7640001774,26830019.33333333,7525103.242333636
batches_251228\batch_19\N042_V4011_PE3149_35deg,4011,35,3149,782.5368799040987,707.92203096405,29900000.0,5.1040008068,19062749.0,6708633.269738916
batches_251228\batch_19\N043_V3531_PE3747_52deg,3531,52,3747,773.6120455166323,652.8056568592943,22930000.0,4.4409999847,22158951.890626665,5790651.241324123
batches_251228\batch_19\N044_V3078_PE3210_51deg,3078,51,3210,772.4393082214434,510.3937710089232,18630000.0,4.6119997502,17786990.833333332,4449972.800400009
batches_251228\batch_19\N045_V4028_PE4113_49deg,4028,49,4113,776.5415975095829,732.2841152625512,26950000.0,5.0310001373,23604098.666666664,6248966.087548615
batches_251228\batch_19\N046_V1004_PE726_32deg,1004,32,726,222.8828819658549,59.83005097771248,4619000.0,4.453000068700001,19578033.33333333,1196531.830982955
batches_251228\batch_19\N047_V2922_PE3096_52deg,2922,52,3096,776.7779649035901,591.5071000420396,19360000.0,4.3370001316,21686431.39583333,4939069.141857805
batches_251228\batch_19\N048_V4896_PE5374_55deg,4896,55,5374,730.9349430778046,631.082956977923,22440000.0,4.7490017414,21331160.145833336,6648749.634641069
batches_251228\batch_19\N049_V1051_PE857_36deg,1051,36,857,173.06843199294482,131.92571003829178,5272000.0,4.8900008201,28821064.0,1364856.7577903152
batches_251228\batch_20\N001_V1896_PE1740_42deg,1896,42,1740,353.8496772461324,277.2250458098007,10200000.0,4.6490011215,24519217.354166664,2810615.1726303045
batches_251228\batch_20\N002_V3382_PE3176_44deg,3382,44,3176,433.2765577939245,663.5309426323013,19770000.0,3.4210002423,25446969.0,4691056.417617863
batches_251228\batch_20\N003_V2997_PE2511_38deg,2997,38,2511,707.888027044891,479.4230391047269,18550000.0,4.6519999504000005,21847510.5,3903436.632144136
batches_251228\batch_20\N004_V1376_PE1378_48deg,1376,48,1378,296.0598064806956,171.4564352709456,9236000.0,4.6799988746,21799032.83333333,2469035.2038714145
batches_251228\batch_20\N005_V811_PE585_31deg,811,31,585,13.369970282637174,19.924386502017317,749500.0,3.9730000496,16454660.0,259938.2494550994
batches_251228\batch_20\N006_V997_PE882_40deg,997,40,882,117.0973718033628,109.11523087213126,3777000.0,4.307000160199999,22925477.625,941696.4862075942
batches_251228\batch_20\N007_V1200_PE1002_38deg,1200,38,1002,287.1043376025741,101.02376326884068,6133000.0,3.850000143,25954152.0,1465243.6692860876
batches_251228\batch_20\N009_V2885_PE2930_49deg,2885,49,2930,772.7504961299077,622.4637184542052,21440000.0,4.3470010758,19138673.64583333,5392042.597423838
batches_251228\batch_20\N010_V516_PE532_50deg,516,50,532,47.46235038061082,66.17195407410338,4108000.0,3.2589979172000003,22192383.33333333,1366432.4192494173
batches_251228\batch_20\N012_V760_PE543_31deg,760,31,543,31.228489519276845,17.02131166264834,1237000.0,2.7389998436000003,23562000.0,472907.66368546855
batches_251228\batch_20\N013_V5300_PE5679_53deg,5300,53,5679,706.5063825279196,593.7427397961388,21310000.0,4.2580008507,20432227.58333333,7550601.71502717
batches_251228\batch_20\N014_V4131_PE3758_42deg,4131,42,3758,774.9449546536472,738.4147079797486,31860000.0,5.3209991455,18187588.08333333,6559737.67958938
batches_251228\batch_20\N015_V3815_PE4255_57deg,3815,57,4255,751.8333149366986,501.6707904490311,19860000.0,4.2269997597,21076087.958333336,5208533.431064419
batches_251228\batch_20\N016_V1867_PE1691_42deg,1867,42,1691,520.689485972063,260.04849044933485,12370000.0,4.0780007839,25440162.666666664,2591432.1370497597
batches_251228\batch_20\N017_V4597_PE3705_36deg,4597,36,3705,770.849863063838,741.698835506923,28210000.0,5.8839998245,16200578.031249998,6579981.298345745
batches_251228\batch_20\N018_V4698_PE5035_53deg,4698,53,5035,768.8366666671029,625.1283183826637,21420000.0,4.6019999981,22578046.5,5694571.552611333
batches_251228\batch_20\N020_V1755_PE1320_33deg,1755,33,1320,266.31086899297543,130.4778874728206,6743000.0,3.8560013770999992,26164213.95833333,1876750.2190662087
batches_251228\batch_20\N022_V3808_PE3341_40deg,3808,40,3341,780.9960430539729,723.5083052832614,30660000.0,5.207999944700001,19414405.33333333,6536807.516770342
batches_251228\batch_20\N023_V1490_PE1220_37deg,1490,37,1220,220.3536860709851,227.36306828698176,7721000.0,3.7360000611,19254254.666666664,2013945.73399736
batches_251228\batch_20\N024_V1589_PE1589_48deg,1589,48,1589,365.859749856628,339.3882044616924,11650000.0,4.2179996967,21652690.58333333,3013899.227177961
batches_251228\batch_20\N026_V878_PE745_38deg,878,38,745,206.2744015131348,54.411832606578784,4683000.0,3.2630000115,27396889.0,1057653.3941379627
batches_251228\batch_20\N027_V2142_PE1851_39deg,2142,39,1851,305.9452834093158,296.6251915500202,11100000.0,5.683999300000001,24213843.8125,3165277.580462034
batches_251228\batch_20\N028_V2649_PE2771_51deg,2649,51,2771,505.00168007382905,709.3131634980413,22640000.0,3.9759988784,17402097.791666664,5016301.688110441
batches_251228\batch_20\N029_V3946_PE3523_41deg,3946,41,3523,780.0794435392125,719.2959251288671,26460000.0,4.8089997769,19885101.041666664,6205110.296388384
batches_251228\batch_20\N030_V2764_PE2989_53deg,2764,53,2989,708.0827687072225,564.589188506892,19280000.0,4.2980000973,17083318.833333332,4450576.8704755865
batches_251228\batch_20\N031_V1454_PE1515_51deg,1454,51,1515,144.79066345928868,302.8564060908333,9024000.0,4.0559997559,18166309.33333333,2525350.1974747367
batches_251228\batch_20\N032_V1105_PE1028_43deg,1105,43,1028,227.22411611385115,116.69761989121436,5574000.0,3.7990002632,17896714.677083332,1258744.0475143292
batches_251228\batch_20\N033_V2028_PE2325_58deg,2028,58,2325,456.6398409222408,439.7268806526216,13760000.0,4.2890000343,17295282.354166668,3064973.496104686
batches_251228\batch_20\N034_V739_PE846_59deg,739,59,846,212.7736425177776,138.47736653980553,6283000.0,3.7550001144,17951442.3125,1450848.2992863671
batches_251228\batch_20\N035_V5024_PE5757_59deg,5024,59,5757,764.4491489333361,488.8565742812677,20030000.0,4.3289990426000005,26889118.28125,5540743.139148561
batches_251228\batch_20\N036_V4897_PE4907_48deg,4897,48,4907,775.0418433742477,677.7609632108268,24320000.0,4.746000051499999,28781326.666666664,6597939.301703759
batches_251228\batch_20\N038_V1572_PE1676_53deg,1572,53,1676,474.0783092861726,336.7380402299966,13760000.0,3.4889988899999995,17056194.885416664,3017253.41357191
batches_251228\batch_20\N039_V4020_PE3776_44deg,4020,44,3776,782.0127654983044,705.6192448606782,30630000.0,4.5500001907000005,25676162.83333333,6474767.295125567
batches_251228\batch_20\N040_V2075_PE2123_50deg,2075,50,2123,681.6047035209741,439.4025452009309,17370000.0,4.0180001259,20663826.45833333,3519526.0479173856
batches_251228\batch_20\N041_V4167_PE3491_38deg,4167,38,3491,783.3977757241996,701.9008449681235,28790000.0,4.9919998646,25519959.666666664,6563769.339204719
batches_251228\batch_20\N042_V4621_PE3465_33deg,4621,33,3465,766.5942706972678,644.6925466502242,22760000.0,5.5999996662,29375822.0,8095648.875170771
batches_251228\batch_20\N043_V1704_PE1666_47deg,1704,47,1666,378.2792017731657,237.2445395378752,10680000.0,3.7980008126,22761308.55208333,2704580.0334999985
batches_251228\batch_20\N044_V2523_PE2673_52deg,2523,52,2673,530.6218344639493,541.7169416787295,18130000.0,4.480999946600001,17878548.833333332,4122219.8274518983
batches_251228\batch_20\N045_V1195_PE1272_53deg,1195,53,1272,132.5525809440701,247.58317481474128,8569000.0,3.9040009975,17960357.999999996,2496915.468689248
batches_251228\batch_20\N046_V2048_PE2276_56deg,2048,56,2276,676.095096622873,338.99624781517826,14510000.0,4.6059997082,15366354.875,3037155.0019180505
batches_251228\batch_20\N047_V3826_PE3549_43deg,3826,43,3549,781.1880774241091,639.593939932101,25070000.0,4.1039998531,22619395.33333333,5882705.806876081
batches_251228\batch_20\N048_V2233_PE2499_57deg,2233,57,2499,592.1980343033538,533.9257946432526,16300000.0,3.7790009975,15647063.749999998,3549637.033881478
batches_251228\batch_20\N049_V2714_PE2231_37deg,2714,37,2231,584.3004911810215,439.98487599742543,15620000.0,4.57999897,23109229.0,3779444.686452292
batches_251228\batch_21\N000_V4850_PE4508_43deg,4850,43,4508,786.2171787442899,724.2237992953116,35880000.0,4.9760000706,18770686.041666664,7243161.63137589
batches_251228\batch_21\N002_V1832_PE1631_41deg,1832,41,1631,345.04548408260507,255.67868749293424,10570000.0,4.7310006619000005,26037425.541666668,2511019.0108154155
batches_251228\batch_21\N003_V1974_PE2128_53deg,1974,53,2128,371.6133199670013,460.0371412568766,15580000.0,3.4349987507,17240880.5,3264791.053829406
batches_251228\batch_21\N004_V1202_PE1400_60deg,1202,60,1400,422.3489546310013,169.42703760481467,8833000.0,3.4630007744,13178766.302083332,1536455.013532247
batches_251228\batch_21\N005_V1378_PE1271_42deg,1378,42,1271,239.22203900814503,138.13628259150008,6891000.0,4.080999136,28395186.666666664,2043388.2916456095
batches_251228\batch_21\N006_V2543_PE2296_42deg,2543,42,2296,726.668046208299,427.820333719486,17140000.0,5.063998937599999,21954392.135416664,4369167.08966242
batches_251228\batch_21\N007_V2322_PE1607_30deg,2322,30,1607,243.37584832975492,208.07623695843137,7813000.0,5.147000074400001,25644849.697916668,2629800.6655395497
batches_251228\batch_21\N008_V2456_PE2069_38deg,2456,38,2069,578.333548132081,406.6024939814913,14910000.0,4.1130011081,24745319.322916664,3707544.4640937895
batches_251228\batch_21\N009_V3240_PE3592_55deg,3240,55,3592,773.5424763238867,584.3934928923231,19460000.0,4.0199992656,17254747.75,4978344.218247836
batches_251228\batch_21\N010_V5437_PE5759_52deg,5437,52,5759,609.6548786222844,561.3531803841946,21380000.0,4.435999154999999,28994330.0,8509587.813353743
batches_251228\batch_21\N012_V2208_PE1949_40deg,2208,40,1949,386.6405064470392,314.96247365884244,10930000.0,3.7760007382,21350427.83333333,2640076.9566105315
batches_251228\batch_21\N013_V1885_PE1443_34deg,1885,34,1443,249.99398091609024,246.7360652318945,8122000.0,4.2969999314,27940622.33333333,2448189.748419289
batches_251228\batch_21\N014_V1084_PE947_40deg,1084,40,947,194.92607535849547,49.528127364358006,4112000.0,3.1440010071000004,17420136.0,1202548.383464804
batches_251228\batch_21\N016_V1690_PE1427_38deg,1690,38,1427,289.97673278156054,117.09455350251368,7135000.0,4.4960000515,25264232.0,1748006.810272856
batches_251228\batch_21\N017_V1893_PE1741_43deg,1893,43,1741,257.8610957324427,196.8814702292051,8203000.0,3.6450002194,23781850.666666664,2416540.569847206
batches_251228\batch_21\N018_V2930_PE3342_59deg,2930,59,3342,702.6679985350376,401.9657668090245,17480000.0,4.3989989757,30325396.666666664,4976373.394596256
batches_251228\batch_21\N020_V2692_PE3110_60deg,2692,60,3110,714.1316964337535,390.044908324535,16080000.0,3.739000082,16250800.666666666,4233902.3529036585
batches_251228\batch_21\N021_V2157_PE2163_48deg,2157,48,2163,508.8945791959853,416.41401842327366,14870000.0,3.7820010185,20448156.00260433,3580448.311422389
batches_251228\batch_21\N022_V2173_PE1689_34deg,2173,34,1689,356.5501601605559,153.14272706508723,8529000.0,4.740000248,23183250.604166664,2018726.8765599248
batches_251228\batch_21\N023_V4320_PE4951_59deg,4320,59,4951,781.6089114874059,596.1897280263943,20740000.0,4.2569999695,27314992.0,5556779.851453147
batches_251228\batch_21\N024_V2645_PE1977_33deg,2645,33,1977,483.7191099138767,233.7311258784607,10930000.0,5.2410008908000005,23690044.9375,3296220.007645732
batches_251228\batch_21\N025_V3842_PE3436_41deg,3842,41,3436,775.7756258678736,668.3514911212936,24300000.0,4.7039999962,24318795.33333333,6234678.931087783
batches_251228\batch_21\N026_V1147_PE893_34deg,1147,34,893,95.1335765380298,74.9749070204221,3231000.0,2.9779996872,24289231.291666664,1247620.7830893025
batches_251228\batch_21\N027_V5283_PE4971_44deg,5283,44,4971,769.9102266113325,714.9349395564466,26840000.0,5.6510000229,34104630.0,7168932.23353881
batches_251228\batch_21\N028_V4748_PE3997_38deg,4748,38,3997,764.6900148675938,691.2274010454196,25160000.0,6.1959986687,20054760.90249459,7091730.472760053
batches_251228\batch_21\N029_V2584_PE1983_34deg,2584,34,1983,593.5709912279715,412.6747512264444,15370000.0,4.710000515000001,33443342.0,4222174.993927607
batches_251228\batch_21\N030_V1995_PE1937_46deg,1995,46,1937,720.1032859420035,309.3890428627873,15280000.0,3.793001175,18179044.541666668,2899508.713816985
batches_251228\batch_21\N031_V5018_PE4129_37deg,5018,37,4129,771.3204534330364,710.8565992737622,26420000.0,4.7850005627000005,23964622.0,6866206.264522621
batches_251228\batch_21\N032_V1632_PE1279_35deg,1632,35,1279,226.09368206106512,181.80075496040183,7529000.0,4.2669997215,25271609.64583333,2506332.845587156
batches_251228\batch_21\N033_V2335_PE1831_35deg,2335,35,1831,497.35402057430383,299.2608472904794,12220000.0,4.454999923700001,26342935.08333333,3398688.581359779
batches_251228\batch_21\N035_V4154_PE3704_41deg,4154,41,3704,786.1344654338252,716.6515328825259,34220000.0,4.5750000477,25451048.0,6778652.935942413
batches_251228\batch_21\N036_V4075_PE3192_35deg,4075,35,3192,775.6487882822131,693.5348905779131,31810000.0,5.821999788200001,17612725.75,6757034.327552307
batches_251228\batch_21\N037_V3159_PE2470_35deg,3159,35,2470,779.168797340786,487.91236934728056,20150000.0,4.9540014267,17776526.765626665,4894680.715403214
batches_251228\batch_21\N038_V4977_PE3733_33deg,4977,33,3733,772.3503855829753,692.7863007006486,29850000.0,5.990000724800001,28559228.64583333,8710038.543849168
batches_251228\batch_21\N039_V4965_PE4175_38deg,4965,38,4175,767.7578597369983,712.7159580905203,26640000.0,5.194998502800001,32755649.0,7482104.975476114
batches_251228\batch_21\N040_V1128_PE849_33deg,1128,33,849,131.08615976699477,77.33686142320192,4205000.0,3.7680001259,25196140.20833333,1338631.548521238
batches_251228\batch_21\N041_V1819_PE1627_41deg,1819,41,1627,369.9235339931804,142.52771024626873,8179000.0,4.643999576599999,25936123.0625,2029993.5186279623
batches_251228\batch_21\N042_V3618_PE2568_31deg,3618,31,2568,781.3737184876591,495.6461087201268,21120000.0,5.5049998761,18452718.5,5106732.492893046
batches_251228\batch_21\N043_V3078_PE2987_46deg,3078,46,2987,469.83980692241687,652.2735110377614,20310000.0,3.651001215,22837890.25,4817730.621338953
batches_251228\batch_21\N044_V2376_PE2359_47deg,2376,47,2359,670.0237310237949,417.62359435351976,16260000.0,3.8910009861,21542177.25,3400771.173507707
batches_251228\batch_21\N045_V992_PE1105_56deg,992,56,1105,143.8451012550641,170.5238154124381,7287000.0,3.2289998531,15021368.244793331,2049705.4340456908
batches_251228\batch_21\N046_V3079_PE2367_34deg,3079,34,2367,739.3921695032662,536.1647036814823,19790000.0,5.401001215,20993472.08333333,5021861.7485068925
batches_251228\batch_21\N047_V2373_PE2597_55deg,2373,55,2597,612.2199575633342,583.1373971132379,20040000.0,4.2699999809,15764675.875,4218364.391883858
batches_251228\batch_21\N048_V3067_PE2845_43deg,3067,43,2845,783.220694378673,669.1253520033598,22910000.0,4.5299987793,24909128.666666664,5609230.18877608
batches_251228\batch_21\N049_V2158_PE1638_34deg,2158,34,1638,326.3066319824438,275.43786716736287,10160000.0,4.8219985962,25047201.95833333,2826135.50318922
batches_251228\batch_22\N000_V2152_PE1984_43deg,2152,43,1984,426.1577231952679,329.862073668636,12700000.0,4.716000080100001,22727685.33333333,3236155.2115732594
batches_251228\batch_22\N001_V3317_PE2294_30deg,3317,30,2294,507.1443347011992,312.13088286727884,13420000.0,5.884999752100001,20777637.8125,3836159.21617619
batches_251228\batch_22\N002_V4911_PE4998_49deg,4911,49,4998,780.1556243993517,709.208570908761,30660000.0,5.278998851799999,22927503.33333333,7106245.099938029
batches_251228\batch_22\N003_V1251_PE1306_50deg,1251,50,1306,286.97563890803144,174.2679272147846,9398000.0,4.0550012589,18710968.666666664,2259794.879911339
batches_251228\batch_22\N004_V3046_PE2834_43deg,3046,43,2834,778.0247614438457,669.2674464158123,24150000.0,4.7730019092,19204121.166666664,5263568.10291367
batches_251228\batch_22\N005_V5057_PE4148_37deg,5057,37,4148,771.3284032378124,766.702499533911,28560000.0,5.1999998093,18690756.166666668,6873604.214679438
batches_251228\batch_22\N006_V856_PE840_48deg,856,48,840,139.7115910330728,155.77145078394167,6270000.0,2.8359999657,10624254.0,1567418.3328182225
batches_251228\batch_22\N007_V1042_PE1051_49deg,1042,49,1051,141.87040395391284,100.5935041185324,5462000.0,3.468998909,14149673.333333332,1551056.7908461776
batches_251228\batch_22\N008_V3065_PE2256_32deg,3065,32,2256,759.6933791257808,389.3896583159641,17310000.0,5.339999198900001,20760585.583333336,4841611.603803087
batches_251228\batch_22\N009_V3154_PE3620_59deg,3154,59,3620,742.4213527736646,529.0514549208978,19670000.0,4.1730010509,23711340.791666664,4376143.4922269285
batches_251228\batch_22\N010_V1670_PE1680_49deg,1670,49,1680,263.9589069863391,139.9463607452829,8161000.0,4.1279990673,21801772.0,3236031.2705063475
batches_251228\batch_22\N011_V4463_PE4269_45deg,4463,45,4269,769.1959902878446,676.3409252416975,21890000.0,4.417999267500001,21994012.666666664,6688727.174807867
batches_251228\batch_22\N012_V3207_PE2993_44deg,3207,44,2993,759.4676605326919,622.8241138855001,23090000.0,4.730000972700001,19731147.58333333,6051084.6430373695
batches_251228\batch_22\N013_V4286_PE2952_30deg,4286,30,2952,775.3171387504747,563.8834999978046,22580000.0,6.0160009861,19285634.1875,6604568.038741466
batches_251228\batch_22\N014_V4090_PE3940_45deg,4090,45,3940,774.2007598035908,702.7199949408791,31700000.0,4.8990008831,24026072.33333333,6770528.701233266
batches_251228\batch_22\N015_V2054_PE2326_58deg,2054,58,2326,403.0453577425046,533.9392358665549,16600000.0,4.2349998951000005,16972360.0,4721466.687084701
batches_251228\batch_22\N016_V4568_PE4366_45deg,4568,45,4366,762.3078531606934,674.7124075117623,23580000.0,4.4100000858,18416454.666666664,6420593.439831569
batches_251228\batch_22\N017_V2879_PE2579_41deg,2879,41,2579,772.6945295614845,638.2935092284517,23080000.0,4.4910001755,20987135.666666664,5204007.916086458
batches_251228\batch_22\N018_V1858_PE1659_41deg,1858,41,1659,288.1885885796337,240.23201809349396,9767000.0,4.2179980278,26094174.0,3187739.67162254
batches_251228\batch_22\N019_V1138_PE1023_42deg,1138,42,1023,112.58593936645472,108.2393383504931,4019000.0,3.3319997787,24303586.15625,1240217.5746689488
batches_251228\batch_22\N020_V5229_PE4911_44deg,5229,44,4911,764.8634318595379,759.9065903815388,28150000.0,5.5900013447,22080008.89583333,6458658.484278984
batches_251228\batch_22\N021_V4708_PE5452_60deg,4708,60,5452,767.8343496337329,428.37647286543057,19820000.0,4.2730002404,21137370.666666664,5161207.78587454
batches_251228\batch_22\N022_V3212_PE3734_60deg,3212,60,3734,777.0705238689083,371.5801491476533,17470000.0,4.221999883600001,18189986.0,4769960.020454031
batches_251228\batch_22\N023_V4357_PE3654_38deg,4357,38,3654,777.9176461881877,688.4274097351104,34380000.0,6.3160002231,24904241.70833333,7143680.56131077
batches_251228\batch_22\N024_V2909_PE2460_38deg,2909,38,2460,664.5568478892534,484.1897731504098,19160000.0,4.478999137900001,25304856.604166664,4948548.561112134
batches_251228\batch_22\N025_V5193_PE5712_55deg,5193,55,5712,767.0065675077933,650.1023718645572,23590000.0,4.3150000573,19338770.0,5972529.584573505
batches_251228\batch_22\N026_V2846_PE2286_36deg,2846,36,2286,764.9359125184038,480.3615221205912,19970000.0,4.6289997101,19428384.0,4703648.151170112
batches_251228\batch_22\N027_V1076_PE1155_53deg,1076,53,1155,220.0752371988897,195.36901411347336,7543000.0,3.8599998951,17529318.333333332,1807239.0116366933
batches_251228\batch_22\N028_V1922_PE2091_54deg,1922,54,2091,550.3109674046481,371.9811873014894,15040000.0,3.2540011406,17174419.083333332,3148847.592603611
batches_251228\batch_22\N029_V3946_PE3709_44deg,3946,44,3709,773.0684206248479,710.043374095589,30470000.0,5.4850001335,17045238.666666664,5956255.386356549
batches_251228\batch_22\N030_V4849_PE4786_47deg,4849,47,4786,778.1594523059073,767.1816076439269,28620000.0,4.8450009823,21271763.33333333,7640166.194166238
batches_251228\batch_22\N031_V4711_PE4043_39deg,4711,39,4043,771.37946721144,717.2702773393015,25920000.0,5.716999769199999,20520742.213543333,7559029.449875377
batches_251228\batch_22\N032_V3759_PE3406_42deg,3759,42,3406,779.9317015223226,697.9676932052872,28640000.0,4.9600000381000005,23802057.33333333,6370300.764166168
batches_251228\batch_22\N033_V1543_PE1790_59deg,1543,59,1790,392.87757948596686,278.3466570608602,10810000.0,4.075000762899999,16530890.166666666,2411253.26222886
batches_251228\batch_22\N034_V2968_PE3281_55deg,2968,55,3281,732.2519101288093,562.7674727799637,19190000.0,4.426998853700001,17657127.50521,4666402.529426089
batches_251228\batch_22\N037_V2867_PE2888_48deg,2867,48,2888,716.7290760205482,392.6499999028737,17130000.0,3.9500007629,21260526.33333333,4667186.312808791
batches_251228\batch_22\N038_V1546_PE1487_45deg,1546,45,1487,357.4249244105201,194.585521923912,9630000.0,3.9979999065,19581743.33333333,2393412.1379742613
batches_251228\batch_22\N041_V1856_PE1972_52deg,1856,52,1972,535.0034238044718,460.08366007921626,16120000.0,4.2349998951,17825317.833333332,3296681.5734056206
batches_251228\batch_22\N042_V646_PE479_33deg,646,33,479,0.0465613860275161,99.92025118761548,1928000.0,3.6819977760999993,24930242.666666664,918992.0851989624
batches_251228\batch_22\N043_V4689_PE4758_49deg,4689,49,4758,766.2623247490022,672.7111225989537,23340000.0,4.4080021382000005,18256874.625,6228712.789863226
batches_251228\batch_22\N044_V2264_PE1578_30deg,2264,30,1578,342.47208480643724,207.55442190209095,9244000.0,4.2259998321,25004795.140626665,2369034.009464202
batches_251228\batch_22\N045_V2818_PE2899_50deg,2818,50,2899,773.93307519821,623.2650656792621,20360000.0,4.1939990521,18150035.666666664,5117082.195175836
batches_251228\batch_22\N046_V5150_PE5941_60deg,5150,60,5941,767.8949578009555,380.3274383544693,18650000.0,4.464002132399999,26690960.666666664,5254446.69107597
batches_251228\batch_22\N047_V670_PE478_32deg,670,32,478,49.74303949683695,16.16531057749632,1519000.0,4.0960001946,23282306.166666668,783681.4262181029
